,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
65,DUCKWORTH.,"Kendrick Lamar",378214,https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C
66,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",376120,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9
67,Starboy,"The Weeknd",372125,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
68,"Call On Me - Ryan Riback Extended Remix",Starley,370179,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
69,"I Feel It Coming","The Weeknd",360663,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
70,"Scared to Be Lonely","Martin Garrix",357237,https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh
71,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,345994,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
72,BLOOD.,"Kendrick Lamar",345625,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT
73,"Still Got Time (feat. PARTYNEXTDOOR)",ZAYN,334652,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
74,"Get Right Witcha",Migos,326174,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj
75,"Bad Bitch (feat. Ty Dolla $ign)","Bebe Rexha",323564,https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8
76,"Green Light",Lorde,322902,https://open.spotify.com/track/1WC5UN1U79gJlxGLYDGIO7
77,"Break Up Every Night","The Chainsmokers",322303,https://open.spotify.com/track/6cPyTS0Kk2sc4xQwC93kOg
78,Everybody,Logic,315517,https://open.spotify.com/track/51sVgPeBHYwbeM1cWegVqR
79,wokeuplikethis*,"Playboi Carti",312598,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
80,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper",303300,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
81,"Broccoli (feat. Lil Yachty)","Shelley FKA DRAM",303067,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
82,"Whippin (feat. Felix Snow)",Kiiara,299994,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr
83,"One Dance",Drake,297541,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
84,Moves,"Big Sean",291030,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
85,"At My Best (feat. Hailee Steinfeld)","Machine Gun Kelly",290976,https://open.spotify.com/track/5DEp4UmhxN7OLnYQacWZhh
86,"Galway Girl","Ed Sheeran",287066,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
87,Caroline,Aminé,282275,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g
88,Up,NAV,282121,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye
89,"X (feat. Future)","21 Savage",274828,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
90,"Losin Control",Russ,274781,https://open.spotify.com/track/1jkIErXa3YNUX5QIyO6GGR
91,"Obsession (feat. Jon Bellion)",Vice,274630,https://open.spotify.com/track/542Xd5qDeLBvgXZXhfW7LE
92,"Teenage Fever",Drake,272227,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo
93,"Love Galore",SZA,270641,https://open.spotify.com/track/1E2ePlJmijVSX0o1G9TFgR
94,"Black SpiderMan",Logic,268789,https://open.spotify.com/track/0lSFDvmV2HZqrtVtneT3no
95,Magnolia,"Playboi Carti",266873,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
96,"Free Smoke",Drake,266217,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
97,Touch,"Little Mix",263957,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
98,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",263845,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
99,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",263170,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
100,"First Day Out","Tee Grizzley",261981,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
101,Everyday,"Ariana Grande",260793,https://open.spotify.com/track/6yL2kTsdVwYnGwPkKGtMd5
102,"Love On The Brain",Rihanna,259828,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
103,"Running Back (feat. Lil Wayne)",Wale,258563,https://open.spotify.com/track/2h3i5tGUl6hMu572umjcGo
104,Blem,Drake,256681,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
105,"pick up the phone","Young Thug",255606,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
106,"September Song","JP Cooper",252927,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
107,"White Iverson","Post Malone",251909,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
108,Myself,NAV,249942,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN
109,"24K Magic","Bruno Mars",249619,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
110,"Lights Down Low",MAX,249524,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori
111,"Castle on the Hill","Ed Sheeran",249522,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
112,"Slippery (feat. Gucci Mane)",Migos,248450,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
113,"Both (feat. Drake)","Gucci Mane",248291,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
114,"Do Not Disturb",Drake,247093,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
115,"Black Beatles","Rae Sremmurd",244176,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
116,"You Was Right","Lil Uzi Vert",243253,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
117,PRBLMS,6LACK,242002,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
118,Thunder,"Imagine Dragons",241786,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj
119,"Low Life (feat. The Weeknd)",Future,239062,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
120,"Peek A Boo","Lil Yachty",238657,https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje
121,Starving,"Hailee Steinfeld",237754,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
122,"From The D To The A (feat. Lil Yachty)","Tee Grizzley",237603,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2
123,"No Role Modelz","J. Cole",234958,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
124,"Colombia Heights (Te Llamo) (feat. J Balvin)",Wale,234849,https://open.spotify.com/track/6HL9fQAZ5jwajChlEIqVzf
125,"Saturnz Barz (feat. Popcaan)",Gorillaz,231604,https://open.spotify.com/track/7l9CE3wmEGOUYw1j4ETjnL
126,Hurricane,"Luke Combs",225269,https://open.spotify.com/track/4gHDOASpAaGG9eitQZP1bQ
127,"Both (feat. Drake & Lil Wayne) - Remix","Gucci Mane",224662,https://open.spotify.com/track/53HIIqV64NIKyyGllfKvzu
128,"Money Longer","Lil Uzi Vert",224566,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
129,"Young Dumb & Broke",Khalid,224078,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
130,"Don't Let Me Down (feat. Daya)","The Chainsmokers",222959,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
131,"All Night (feat. Knox Fortune)","Chance the Rapper",221076,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T
132,Selfish,"PnB Rock",220509,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw
133,"How Far I'll Go - From ""Moana""","Alessia Cara",220349,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
134,DEVASTATED,"Joey Bada$$",220224,https://open.spotify.com/track/4ntsD33Pgsgk8rUyZLLiUV
135,"Ascension (feat. Vince Staples)",Gorillaz,217944,https://open.spotify.com/track/2bBMODHVTXGwE2aZYfbgCt
136,"beibs in the trap","Travis Scott",217265,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
137,Sacrifices,Drake,217217,https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL
138,"In Case You Didn't Know","Brett Young",213777,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
139,"Lust for Life (with The Weeknd)","Lana Del Rey",213004,https://open.spotify.com/track/5LYQSNHZxEA880URXFHg6h
140,Weak,AJR,212983,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf
141,"Get It Together",Drake,212832,https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1
142,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","Calvin Harris",210842,https://open.spotify.com/track/1N90cV79gbBgO0bOs74Y0t
143,"Chill Bill (feat. J. Davi$ & Spooks)","Rob $tone",210672,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
144,"Party Monster","The Weeknd",209662,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
145,"Go Flex","Post Malone",208999,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
146,"No Heart","21 Savage",206262,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
147,Saved,Khalid,205701,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
148,"Andromeda (feat. DRAM)",Gorillaz,205009,https://open.spotify.com/track/2C0KFbb4v9CNWR5c9jWcKC
149,"Everyday We Lit","YFN Lucci",204593,https://open.spotify.com/track/7mz8bgoIWwAjUBXeWUHphh
150,Neighbors,"J. Cole",204301,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
151,TG4M,"Zara Larsson",200304,https://open.spotify.com/track/4uoumbAMEMaKdtiv763jKz
152,"Chained To The Rhythm","Katy Perry",199924,https://open.spotify.com/track/5ndfVSDyPq90jaIUhNPeby
153,"No Flockin'","Kodak Black",199708,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4
154,Perfect,"Ed Sheeran",198628,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
155,Don't,"Bryson Tiller",195858,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
156,Heathens,"Twenty One Pilots",195643,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
157,"Comin Out Strong (feat. The Weeknd)",Future,195091,https://open.spotify.com/track/3mRcWCyteY2133a7xVMrYw
158,"Deja Vu","J. Cole",194665,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
159,"Patty Cake","Kodak Black",193190,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM
160,"Bad Things - With Camila Cabello","Machine Gun Kelly",193039,https://open.spotify.com/track/6H2TKJ9KJfcq6MRmw2cF20
161,Exchange,"Bryson Tiller",192682,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
162,"Young And Menace","Fall Out Boy",192128,https://open.spotify.com/track/72OGJT4cL9BQjHTa8h28tz
163,Happier,"Ed Sheeran",189245,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
164,Down,"Marian Hill",188851,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB
165,"Come and See Me (feat. Drake)",PARTYNEXTDOOR,188420,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd
166,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock",187777,https://open.spotify.com/track/5de7ci7TFqbQ1PFgKAD7MR
167,"Let Me Love You","DJ Snake",186740,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
168,"Side To Side","Ariana Grande",186215,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
169,"Needed Me",Rihanna,185073,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
170,"All Time Low","Jon Bellion",183428,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
171,Water,"Ugly God",183112,https://open.spotify.com/track/6HEIBHUirx1J0JkUD24szt
172,"Too Many Years","Kodak Black",182052,https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz
173,"Submission (feat. Danny Brown & Kelela)",Gorillaz,180870,https://open.spotify.com/track/2W4yTO3qHdqyvbz2UxfIPh
174,"Ice Melts",Drake,179970,https://open.spotify.com/track/7bJ4mu7MHa3rHiNyKjOoSl
175,"No Frauds","Nicki Minaj",179946,https://open.spotify.com/track/0WtVtCK5SEFvyyA5V8D9CI
176,"Hard Times",Paramore,178982,https://open.spotify.com/track/5hHudNsfZXmdgefWxAX2LG
177,"m.A.A.d city","Kendrick Lamar",178627,https://open.spotify.com/track/439TlnnznSiBbQbgXiBqAd
178,"Momentz (feat. De La Soul)",Gorillaz,177706,https://open.spotify.com/track/2RCp9QBnFSxdKe8RD4xF8s
179,KMT,Drake,176824,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr
180,Chantaje,Shakira,176177,https://open.spotify.com/track/1WniHvhq9zTkny0WvGXX8o
181,"Skateboard P (feat. Big Sean)",MadeinTYO,175503,https://open.spotify.com/track/07pJdL0L9XDGW0HBj0rIS2
182,"Quit (feat. Ariana Grande)","Cashmere Cat",173973,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN
183,"Hometown Girl","Josh Turner",173783,https://open.spotify.com/track/5C6uh95eAL0RBTSGXKQwvk
184,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",173203,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
185,"Party (feat. Usher & Gucci Mane)","Chris Brown",172798,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk
186,Mercy,"Shawn Mendes",172680,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
187,"What They Want",Russ,172495,https://open.spotify.com/track/3aWhZ1zeqy1kdjXiyMh22T
188,"Dirt On My Boots","Jon Pardi",172453,https://open.spotify.com/track/7f08qp3HROTkfrtNpiYGGo
189,"Solo Dance","Martin Jensen",172072,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
190,"It's A Vibe","2 Chainz",171232,https://open.spotify.com/track/1p5B1jJk75RAblZCTnzUTU
191,"Some Way",NAV,170979,https://open.spotify.com/track/7zxRMhXxJMQCeDDg0rKAVo
192,"Let Me Out (feat. Mavis Staples & Pusha T)",Gorillaz,170831,https://open.spotify.com/track/44PelqgstAM0lb8rHPKfHq
193,"In the Name of Love","Martin Garrix",170689,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
194,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale,170053,https://open.spotify.com/track/7rfiXyFb5M9BqdkvKvVEiB
195,Panda,Desiigner,169825,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
196,Controlla,Drake,169467,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa
197,"El Amante","Nicky Jam",169229,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
198,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)","Mike WiLL Made-It",169122,https://open.spotify.com/track/3A2OHirUAlQp2x73BJlEDA
199,"Want Her",Mustard,168374,https://open.spotify.com/track/3sdDgcU2XvO8EwkUsIe7VW
200,"Erase Your Social","Lil Uzi Vert",168081,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN
