,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
75,Everybody,Logic,320901,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM
76,Paris,"The Chainsmokers",320435,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
77,Up,NAV,316118,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye
78,"Quit (feat. Ariana Grande)","Cashmere Cat",314779,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN
79,"Run Me Dry","Bryson Tiller",312851,https://open.spotify.com/track/5GG3knKdxKWrNboRijxeKF
80,"Good Life (with G-Eazy & Kehlani)",G-Eazy,306385,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
81,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,302740,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
82,"Get Right Witcha",Migos,301661,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj
83,"Money Longer","Lil Uzi Vert",298833,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
84,"You Was Right","Lil Uzi Vert",297840,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
85,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper",297520,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
86,"No Vacancy",OneRepublic,296867,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z
87,"White Iverson","Post Malone",293412,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
88,"Nights With You",MØ,289838,https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t
89,"Losin Control",Russ,289249,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
90,"I Feel It Coming","The Weeknd",289188,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
91,"Whatever It Takes","Imagine Dragons",288968,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV
92,"Bad Bitch (feat. Ty Dolla $ign)","Bebe Rexha",286435,https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8
93,"XXX. FEAT. U2.","Kendrick Lamar",282184,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF
94,"One Dance",Drake,280652,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
95,"Your Song","Rita Ora",278860,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
96,Caroline,Aminé,275914,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g
97,"pick up the phone","Young Thug",275709,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
98,"First Day Out","Tee Grizzley",273236,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
99,Myself,NAV,263551,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN
100,"Whippin (feat. Felix Snow)",Kiiara,263446,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr
101,"From The D To The A (feat. Lil Yachty)","Tee Grizzley",261809,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2
102,"X (feat. Future)","21 Savage",261651,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
103,"Go Flex","Post Malone",260782,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
104,"Don't Get Too High","Bryson Tiller",258158,https://open.spotify.com/track/0OVhQZkNe7lh0fQeH96EFW
105,"The One","The Chainsmokers",257792,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
106,Self-Made,"Bryson Tiller",257471,https://open.spotify.com/track/2rUwQj4SWaP2anuGDtNpYR
107,Hurricane,"Luke Combs",257064,https://open.spotify.com/track/4gHDOASpAaGG9eitQZP1bQ
108,PRBLMS,6LACK,255935,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
109,"Peek A Boo","Lil Yachty",253803,https://open.spotify.com/track/5hx4FpDZOnDVYlyoG3rMks
110,"Jump Out The Window","Big Sean",253672,https://open.spotify.com/track/1jQsKN68yE94tMYml0wHMd
111,"24K Magic","Bruno Mars",253511,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
112,Moves,"Big Sean",252760,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
113,"Young Dumb & Broke",Khalid,252177,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
114,Neighbors,"J. Cole",249218,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
115,"beibs in the trap","Travis Scott",245799,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
116,"In Case You Didn't Know","Brett Young",243337,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
117,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)","Mike WiLL Made-It",243088,https://open.spotify.com/track/3A2OHirUAlQp2x73BJlEDA
118,"Low Life (feat. The Weeknd)",Future,241941,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
119,"Black Beatles","Rae Sremmurd",239967,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
120,Starving,"Hailee Steinfeld",239168,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
121,"No Role Modelz","J. Cole",237391,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
122,YAH.,"Kendrick Lamar",237155,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni
123,"More Than You Know","Axwell /\ Ingrosso",235742,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz
124,Don't,"Bryson Tiller",234639,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
125,Exchange,"Bryson Tiller",231366,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
126,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",231069,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
127,"Felices los 4",Maluma,231010,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
128,"Reminding Me","Shawn Hook",230969,https://open.spotify.com/track/7DQXiMeLqiQsy1uqHSk0xc
129,"What They Want",Russ,228034,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv
130,"Both (feat. Drake & Lil Wayne) - Remix","Gucci Mane",225468,https://open.spotify.com/track/3VCYe6mCXebBgcfzaxCVNI
131,"Teenage Fever",Drake,224298,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo
132,"Scared to Be Lonely","Martin Garrix",224184,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
133,"Both (feat. Drake)","Gucci Mane",222172,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
134,"Everyday We Lit","YFN Lucci",220492,https://open.spotify.com/track/7mz8bgoIWwAjUBXeWUHphh
135,LUST.,"Kendrick Lamar",219802,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp
136,"Galway Girl","Ed Sheeran",216660,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
137,PRIDE.,"Kendrick Lamar",215596,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg
138,"Castle on the Hill","Ed Sheeran",214806,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
139,"Stay Blessed","Bryson Tiller",214156,https://open.spotify.com/track/6dxU7Xf9j2yNI7aCcT8W1g
140,"Do Not Disturb",Drake,211289,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
141,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock",210064,https://open.spotify.com/track/5de7ci7TFqbQ1PFgKAD7MR
142,"Don't Let Me Down (feat. Daya)","The Chainsmokers",209477,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
143,"Skateboard P (feat. Big Sean)",MadeinTYO,209189,https://open.spotify.com/track/07pJdL0L9XDGW0HBj0rIS2
144,"Love On The Brain",Rihanna,208496,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
145,"Free Smoke",Drake,208419,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
146,"Somethin Tells Me","Bryson Tiller",207633,https://open.spotify.com/track/3Jrs7cC2OJNlNSy9VnDOMZ
147,FEEL.,"Kendrick Lamar",206113,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF
148,"Obsession (feat. Jon Bellion)",Vice,204907,https://open.spotify.com/track/542Xd5qDeLBvgXZXhfW7LE
149,"No Heart","21 Savage",204852,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
150,"Trap Paris (feat. Quavo & Ty Dolla $ign)","Machine Gun Kelly",203855,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm
151,"Sweet Creature","Harry Styles",203799,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
152,Weak,AJR,203617,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf
153,GOD.,"Kendrick Lamar",202023,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I
154,"The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version","Bebe Rexha",201370,https://open.spotify.com/track/6Pw3Gvw4wNMZfTYZa6IQal
155,Selfish,"PnB Rock",201303,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw
156,"Chill Bill (feat. J. Davi$ & Spooks)","Rob $tone",200774,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
157,"Patty Cake","Kodak Black",199643,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM
158,Saved,Khalid,196794,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
159,"Flex Like Ouu","Lil Pump",194867,https://open.spotify.com/track/4XF1D03U8LuaLzlCMugIE5
160,"Call On Me - Ryan Riback Extended Remix",Starley,194828,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
161,"Comin Out Strong (feat. The Weeknd)",Future,193992,https://open.spotify.com/track/3mRcWCyteY2133a7xVMrYw
162,"Bad Things (with Camila Cabello)","Machine Gun Kelly",193545,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
163,"I'm so Groovy",Future,192534,https://open.spotify.com/track/4lozYCMRLtEc46exlhoK2Q
164,"Me You",Russ,192034,https://open.spotify.com/track/4f1QbCjIAgQwnf7ms9NXWx
165,Cold,"Maroon 5",190931,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
166,"Some Way",NAV,190619,https://open.spotify.com/track/7zxRMhXxJMQCeDDg0rKAVo
167,"Come and See Me (feat. Drake)",PARTYNEXTDOOR,189986,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd
168,"Candy Paint","Post Malone",189520,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N
169,DEVASTATED,"Joey Bada$$",187868,https://open.spotify.com/track/4ntsD33Pgsgk8rUyZLLiUV
170,"Erase Your Social","Lil Uzi Vert",187304,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN
171,"God, Your Mama, And Me","Florida Georgia Line",186415,https://open.spotify.com/track/4VFE6ZNqa8jHAmbYICoAFg
172,"Party Monster","The Weeknd",186072,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
173,"Side To Side","Ariana Grande",185923,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
174,"How Far I'll Go - From ""Moana""","Alessia Cara",185466,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
175,Controlla,Drake,184999,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa
176,"Do What I Want","Lil Uzi Vert",184686,https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q
177,Heathens,"Twenty One Pilots",184373,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
178,"Needed Me",Rihanna,183669,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
179,Panda,Desiigner,182313,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
180,"Still Got Time (feat. PARTYNEXTDOOR)",ZAYN,181976,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
181,Reminder,"The Weeknd",181318,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
182,"What Ifs (feat. Lauren Alaina)","Kane Brown",180690,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
183,"Wyclef Jean","Young Thug",180385,https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b
184,"Too Many Years","Kodak Black",180188,https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz
185,Blem,Drake,179713,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
186,H.O.L.Y.,"Florida Georgia Line",179486,https://open.spotify.com/track/0BCy325UZyR9z0t0uxwn2N
187,"Love Galore",SZA,178222,https://open.spotify.com/track/1E2ePlJmijVSX0o1G9TFgR
188,"Hometown Girl","Josh Turner",177916,https://open.spotify.com/track/5C6uh95eAL0RBTSGXKQwvk
189,"No Frauds","Nicki Minaj",176737,https://open.spotify.com/track/7KcGEssn7BnJdTgildK5y0
190,"All Night (feat. Knox Fortune)","Chance the Rapper",176278,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T
191,"Black SpiderMan",Logic,175841,https://open.spotify.com/track/7BKUWh5sdtdS17crohRe4L
192,FEAR.,"Kendrick Lamar",175569,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6
193,"It's A Vibe","2 Chainz",175372,https://open.spotify.com/track/1p5B1jJk75RAblZCTnzUTU
194,"May We All","Florida Georgia Line",175075,https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ
195,"Gassed Up","Nebu Kiniza",173855,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO
196,"Star Of The Show","Thomas Rhett",173604,https://open.spotify.com/track/63OQWdXMq0Pe6pRpWY5gO0
197,"One Night","Lil Yachty",173437,https://open.spotify.com/track/40yJGQyEaBbIkXpwMFkXip
198,"No Flockin'","Kodak Black",173044,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4
199,"No Longer Friends","Bryson Tiller",172622,https://open.spotify.com/track/4IdAIZRVkwuQQnHpi529cn
200,"Deja Vu","J. Cole",172582,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
